gene,process,HCT116-21-3-c1,HCT116-21-3-c3,HCT116-5-4-p,HCT116-5-4,HCT116-8-3-c3,HCT116-8-3-c4,RPE-21-3-c-1-p,RPE-21-3-c1,RPE-21-3-c2,RPE-5-3-12-3-p,RPE-5-3-12-3,RPE1-5-3-12-3,RPEvsHCT116
MSRB3,ROS Defense,-0.526237,-1.13806,,-0.633329,-0.664519,-0.0577496,,-0.0732349,0.0681892,,,-0.284113,
MSTO1,Mitochondrial Dynamics,0.0847657,0.0536553,0.1776,-0.209438,0.0948665,-0.102549,-0.187134,-0.0888699,0.249057,-0.220206,-0.0405318,-0.0405318,0.0265886
MT-ATP6,Electron Transport Chain (MT),,,,,,,,,,,-0.247993,,
MT-ATP8,Electron Transport Chain (MT),,,,,,,,,,,-0.247993,,
MT-CO1,Electron Transport Chain (MT),,,0.792971,,,,,,,,-0.247993,,
MT-CO2,Electron Transport Chain (MT),,,,,,,-3.92495,,,-0.287945,-0.247993,,
MT-CO3,Electron Transport Chain (MT),,,,,,,,,,,-0.247993,,
MT-CYB,Electron Transport Chain (MT),,,0.065848,,,,,,,,0.243341,,
MT-ND1,Electron Transport Chain (MT),,,0.236521,,,,-3.04065,,,-0.143001,-0.54081,,
MT-ND2,Electron Transport Chain (MT),,,,,,,,,,,-0.54081,,
MT-ND3,Electron Transport Chain (MT),,,0.794007,,,,,,,,-0.247993,,
MT-ND4,Electron Transport Chain (MT),,,-0.165039,,,,,,,,-0.247993,,
MT-ND4L,Electron Transport Chain (MT),,,,,,,,,,,-0.247993,,
MT-ND5,Electron Transport Chain (MT),,,0.357757,,,,-1.98477,,,-0.0172752,-0.247993,,
MT-ND6,Electron Transport Chain (MT),,,,,,,,,,,0.53211,,
MT-RNR1,Translation (MT),,,,,,,,,,,,,
MT-RNR2,Translation (MT),,,,,,,,,,,,,
MT-TA,Translation (MT),,,,,,,,,,,0.210787,,
MT-TC,Translation (MT),,,,,,,,,,,0.210787,,
MT-TD,Translation (MT),,,,,,,,,,,,,
MT-TE,Translation (MT),,,,,,,,,,,,,
MT-TF,Translation (MT),,,,,,,,,,,,,
MT-TG,Translation (MT),,,,,,,,,,,,,
MT-TH,Translation (MT),,,,,,,,,,,,,
MT-TI,Translation (MT),,,,,,,,,,,,,
MT-TK,Translation (MT),,,,,,,,,,,,,
MT-TL1,Translation (MT),,,,,,,,,,,,,
MT-TL2,Translation (MT),,,,,,,,,,,,,
MT-TM,Translation (MT),,,,,,,,,,,,,
MT-TN,Translation (MT),,,,,,,,,,,0.210787,,
MT-TP,Translation (MT),,,,,,,,,,,,,
MT-TQ,Translation (MT),,,,,,,,,,,,,
MT-TR,Translation (MT),,,,,,,,,,,,,
MT-TS1,Translation (MT),,,,,,,,,,,,,
MT-TS2,Translation (MT),,,,,,,,,,,,,
MT-TT,Translation (MT),,,,,,,,,,,,,
MT-TV,Translation (MT),,,,,,,,,,,,,
MT-TW,Translation (MT),,,,,,,,,,,,,
MT-TY,Translation (MT),,,,,,,,,,,0.210787,,
MTCH1,Apoptosis,,,,,,,,,,,,,
MTCH2,Apoptosis,,,,,,,,,,,,,
MTERF1,Replication & Transcription,,,,,,,,,,,,,
MTERF2,Replication & Transcription,,,,,,,,,,,,,
MTERF3,Replication & Transcription,,,,,,,,,,,,,
MTERF4,Replication & Transcription,,,,,,,,,,,,,
MTERFD1,Translation,0.140768,0.0190381,,-0.167241,0.547083,0.261269,,0.0556892,-0.390407,,,-0.0496215,
MTERFD2,Translation,0.15824,0.00671048,,0.288255,0.0911324,-0.071934,,-0.0296203,-0.108543,,,-0.088147,
MTFMT,Translation,0.205473,0.0440875,,-0.172785,-0.0557383,-0.178568,,0.00234251,-0.240639,,-0.00882069,-0.00882069,0.927565
MTFP1,Mitochondrial Dynamics,0.281273,0.055671,-0.183638,-0.386211,0.187999,0.111362,,-0.830488,-0.271257,,-0.765215,-0.765215,0.585231
MTG1,Translation,0.0869019,0.31316,,-0.603533,0.24235,0.1709,,-0.059639,0.385963,,,-0.195448,
MTHFD1,Folate & Pterine Metabolism,0.213283,-0.00322726,,0.0328633,-0.0450391,-0.0803028,,-0.0440932,-0.332081,,,0.00342185,
MTHFD1L,Folate & Pterine Metabolism,0.207383,-0.00529286,,-0.2475,0.138477,0.034726,,0.0337609,-0.0433561,,,-0.216795,
MTHFD2,Folate & Pterine Metabolism,0.327792,0.141924,,0.0739727,-0.0376394,-0.0353273,,0.552273,-0.052433,,,-0.828392,
MTHFD2L,Folate & Pterine Metabolism,-0.376766,-0.079959,,0.21297,-0.168896,-0.2774,,-0.55893,-1.04717,,,0.178682,
MTHFS,Folate & Pterine Metabolism,0.126225,0.0522448,,-0.38449,-0.0244839,-0.071414,,0.227578,0.00241235,,,0.228803,
MTIF2,Translation,0.291926,0.127415,-0.469161,-0.397668,-0.00843053,-0.205633,,0.148943,-0.263102,,0.336285,0.336285,0.57064
MTIF3,Translation,,,,,,,,,,,0.538076,,-0.593552
MTO1,Translation,0.0804624,-0.0618826,0.318461,0.367273,0.133147,0.0404297,,0.102258,-0.245431,,0.022868,0.022868,0.439966
MTOR,Mitochondrial Signaling,0.0290068,0.155517,,-0.231489,0.165014,0.228352,,0.0695253,0.120061,,,-0.145994,
MTPAP,Translation,0.159968,0.0164485,-0.0800456,-0.329077,-0.0965471,-0.256784,-0.0588014,0.132614,-0.203772,,-0.0579663,-0.0579663,1.03389
MTRF1,Translation,0.0678698,-0.029058,,-0.25654,-0.114717,-0.252559,,-0.0348529,-0.207853,,0.165684,0.165684,0.491992
MTRF1L,Translation,0.0261146,0.0862057,,-0.0540292,-0.127453,-0.107597,,-0.0336516,-0.234078,,0.276142,0.276142,0.452197
MTX1,Import & Sorting,0.0295722,0.0128516,,-0.119139,0.0146658,0.0049004,,-0.0399142,0.92102,,,0.0913558,
MTX2,Import & Sorting,,,,,,,,,,,,,
MTX3,Import & Sorting,-0.0666635,-0.0836834,,0.972808,-0.0534883,-0.0997899,,0.12777,-0.342576,,,0.597537,
MUL1,Protein Stability & Degradation,-0.294532,-0.147922,,0.437659,0.00226733,0.10331,,-0.0287478,0.00629441,,,-0.139336,
MUTYH,Replication & Transcription,,,,,,,,,,,-0.0368806,,1.77822
NADKD1,Amino Acid Metabolism,0.255295,0.132581,,0.824707,-0.0711555,-0.253985,,0.36066,-0.183651,,,0.868782,
NARF,Fe-S cluster biosynthesis,,,1.31651,,,,,,,,0.0734891,,0.437537
NARS,Translation,0.246432,-0.0386168,,0.23269,0.112269,0.0127087,,0.145514,-0.202772,,,-0.38018,
NARS2,Translation,0.275491,-0.0540572,-0.969978,-0.695122,0.150006,0.00743265,,0.000192474,-0.313784,,0.34388,0.34388,0.456149
ND1,Electron Transport Chain,,,,,,,,,,,,,
ND2,Electron Transport Chain,,,,,,,,,,,,,
ND3,Electron Transport Chain,,,,,,,,,,,,,
ND4,Electron Transport Chain,,,,,,,,,,,,,
ND4L,Electron Transport Chain,,,,,,,,,,,,,
ND5,Electron Transport Chain,,,,,,,,,,,,,
ND6,Electron Transport Chain,,,,,,,,,,,,,
NDUFA1,Electron Transport Chain,0.279417,0.130188,,-0.146421,-0.152325,-0.0153865,,-0.0889588,0.676032,,-0.081872,-0.081872,-0.220514
NDUFA10,Electron Transport Chain,0.107776,0.123651,,0.054895,-0.0118838,-0.15323,-2.02836,-0.257388,-0.296688,-0.129613,-0.0174374,-0.0174374,0.0348709
NDUFA11,Electron Transport Chain,0.0910205,0.156885,-0.16138,0.101476,-0.0796923,-0.0285983,-1.81348,0.00683669,0.616061,0.0142955,0.0350566,0.0350566,-0.0418765
NDUFA12,Electron Transport Chain,0.0629315,0.0209656,-0.0822257,-0.139075,-0.238014,-0.0601561,-2.31336,-0.0723584,-0.61601,0.302,0.591188,0.591188,-1.10681
NDUFA13,Electron Transport Chain,0.139995,-0.143353,-0.283879,0.0534568,-0.0892722,0.0839072,-2.29602,-0.0774799,0.717473,0.0827133,-0.204584,-0.204584,-0.272506
NDUFA2,Electron Transport Chain,0.0421983,-0.0557474,,0.856253,-0.188753,-0.0927766,-1.44047,0.0970955,1.0018,0.253464,0.921355,0.921355,-0.0380598
NDUFA3,Electron Transport Chain,,,,,,,,,,,0.232947,,-0.159965
NDUFA4,Electron Transport Chain,0.297724,0.117582,,-0.2189,-0.000147318,-0.039781,-3.06474,-0.216441,-0.444426,-0.25882,-0.270236,-0.270236,-1.03175
NDUFA5,Electron Transport Chain,0.137493,-0.14065,-0.0721592,-0.501187,-0.169445,-0.227633,-1.10762,0.11181,-0.408474,0.208328,-0.0549754,-0.0549754,-0.194597
NDUFA6,Electron Transport Chain,0.114212,0.0254964,,-0.0454572,-0.0142621,0.00790661,,-0.026909,0.212102,,0.322996,0.322996,0.396728
NDUFA7,Electron Transport Chain,0.12891,0.00652386,,-0.304512,-0.00459414,-0.0624507,,-0.098049,0.762967,,-0.142045,-0.142045,-0.305224
NDUFA8,Electron Transport Chain,0.165425,0.0644935,-0.247598,0.269974,-0.173047,-0.120764,-2.19871,0.0506788,0.234763,-0.0565835,0.226039,0.226039,0.196164
NDUFA9,Electron Transport Chain,0.122486,0.182958,-0.127655,-0.159977,0.00372658,-0.0427723,-1.41191,-0.102018,-0.819615,0.463748,0.761595,0.761595,-0.0354907
NDUFAB1,Electron Transport Chain,0.192238,0.0976874,0.228224,0.0413294,-0.0707443,-0.00409402,0.163413,0.0385432,-0.438898,0.708208,0.224841,0.224841,0.437502
NDUFAF1,Electron Transport Chain,0.1736,0.202474,0.569696,-0.0441774,-0.126915,0.103615,,-0.0424625,-0.322304,,0.0934212,0.0934212,-0.487674
NDUFAF2,Electron Transport Chain,,,,,,,-0.287945,,,0.884461,0.460927,,-0.335123
NDUFAF3,Electron Transport Chain,0.134434,0.0941474,-0.437096,0.0435183,-0.125673,-0.00793209,0.416984,-0.0221211,1.00531,0.899265,0.0913871,0.0913871,-0.992236
NDUFAF4,Electron Transport Chain,0.257233,0.0176395,-0.398083,-0.804854,0.015908,-0.199346,-0.0970083,0.206984,-0.61879,0.29573,0.0151262,0.0151262,1.05549
NDUFAF5,Electron Transport Chain,,,,,,,,,,,,,
NDUFAF6,Electron Transport Chain,,,,,,,,,,,,,
NDUFAF7,Electron Transport Chain,,,,,,,,,,,,,
NDUFB1,Electron Transport Chain,0.156141,0.175857,,-0.151867,-0.261957,-0.0242724,-0.831634,-0.292245,0.605157,1.92763,0.241188,0.241188,-0.880181
NDUFB10,Electron Transport Chain,0.132786,-0.0524471,-0.24049,-0.132354,0.0246166,-0.20344,-1.0597,-0.0120487,0.67345,-0.121015,0.3126,0.3126,0.351206
NDUFB11,Electron Transport Chain,0.124487,0.0492374,-0.153528,-0.137476,-0.0178398,-0.088743,-0.452701,-0.271975,0.221208,0.257718,0.317931,0.317931,-0.0179966
NDUFB2,Electron Transport Chain,0.196575,0.131719,,-0.00983343,-0.105677,0.103724,,0.0673883,-0.0756035,,0.11889,0.11889,-0.743087
NDUFB3,Electron Transport Chain,0.133719,0.144479,-0.217741,-0.046507,-0.0518019,-0.20892,-1.77391,-0.0582816,-0.388831,-0.0660715,0.189883,0.189883,-0.785022
NDUFB4,Electron Transport Chain,-0.0131301,-0.0262007,-0.0528634,-0.0800938,-0.0740811,-0.0542218,-2.61605,-0.067101,0.38516,-2.28774,0.419765,0.419765,0.296946
NDUFB5,Electron Transport Chain,0.0547254,-0.031899,-0.0221634,0.0487388,-0.157609,-0.172788,-1.08192,-0.148862,-0.650883,0.0971161,0.136583,0.136583,0.0226965
NDUFB6,Electron Transport Chain,0.0566494,0.0356876,-0.15859,0.0901696,-0.119897,-0.174589,-0.935762,-0.124706,-0.594053,0.0550966,0.100567,0.100567,-0.253058
NDUFB7,Electron Transport Chain,0.121653,0.101657,-0.291397,0.0924914,0.0847586,0.0866907,-3.37407,-0.112374,0.840722,-0.234133,0.313162,0.313162,-0.181071
NDUFB8,Electron Transport Chain,0.0739246,-0.0320637,0.0998031,-0.327286,0.035706,0.106705,,-0.234039,0.451533,,0.106531,0.106531,-0.314495
NDUFB9,Electron Transport Chain,0.199855,0.053622,0.0451744,-0.455061,-0.112571,0.24256,-2.96643,-0.167137,0.232625,0.0594498,0.0879124,0.0879124,1.39885
NDUFC1,Electron Transport Chain,,,,,,,,,,,-0.061453,,0.0739886
NDUFC2,Electron Transport Chain,-0.0364249,0.0151653,-0.155808,-0.0303848,-0.0464587,-0.0294766,-3.05742,-0.139888,-0.684717,-0.231924,0.681534,0.681534,
NDUFS1,Electron Transport Chain,-0.019605,0.00730082,0.0436501,0.140836,0.00561723,0.09505,-1.99758,-0.131711,0.0405282,0.0343375,-0.124596,-0.124596,-0.37309
NDUFS2,Electron Transport Chain,,,-0.215945,,,,-1.37512,,,0.150801,0.00636415,,-0.164533
NDUFS3,Electron Transport Chain,-0.00147615,0.0415711,-0.115658,0.0704248,-0.03494,0.10105,-1.26357,-0.131477,0.395594,0.188792,0.265882,0.265882,0.398792
NDUFS4,Electron Transport Chain,-0.006802,0.0852589,-0.011458,0.953086,-0.287401,-0.150557,-2.31502,0.0718645,-0.169161,-0.0330883,0.680805,0.680805,-0.0388472
NDUFS5,Electron Transport Chain,0.177707,-0.0698197,-0.155401,-0.522099,-0.177612,-0.0924695,-2.91823,-0.0924962,0.683674,-0.246104,-0.0224959,-0.0224959,0.378753
NDUFS6,Electron Transport Chain,0.290688,0.129189,,-0.0592455,0.00387996,-0.0608574,-2.61577,0.0473767,0.0244803,0.0468018,0.860266,0.860266,-0.134067
NDUFS7,Electron Transport Chain,,,-0.201659,,,,,,,,0.272975,,-0.236049
NDUFS8,Electron Transport Chain,0.00848855,0.106095,-0.339231,0.445442,0.151414,-0.00380797,-1.64612,0.0626836,1.29505,0.0326247,0.510267,0.510267,-0.318984
NDUFV1,Electron Transport Chain,0.285986,0.0614392,-0.0708783,0.135774,0.0262126,-0.180094,-2.07523,-0.132235,0.211488,0.148657,0.526478,0.526478,-0.0687381
NDUFV2,Electron Transport Chain,,,0.10465,,,,-1.78149,,,0.182311,0.201384,,0.0868377
NDUFV3,Electron Transport Chain,,,0.534898,,,,-0.605305,,,0.409336,0.00837803,,-0.142051
NFE2L2,Replication & Transcription,,,,,,,,,,,0.614087,,-0.181448
NFS1,Fe-S cluster biosynthesis,0.210587,-0.0414735,0.594549,0.0651085,0.193534,0.122097,0.270573,-0.0421278,-0.170295,0.480196,0.0926192,0.0926192,-0.114122
NFU1,Fe-S cluster biosynthesis,0.182522,0.305082,0.40163,0.126869,-0.141217,-0.00729598,-0.246226,0.427232,-0.137797,-0.220082,0.29734,0.29734,-0.151779
NIF3L1,Replication & Transcription,0.108698,0.0629915,,0.093617,0.0543099,0.0764742,,0.133718,-0.329352,,,0.243242,
NIPSNAP1,Electron Transport Chain,0.0430955,-0.0961989,,-0.632428,-0.109596,-0.036358,,-0.254772,0.069127,,,-0.356913,
NIT1,Amino Acid Metabolism,0.135283,0.0679109,,-0.377396,0.206798,0.0540377,,0.193914,0.200261,,,0.237454,
NIT2,Amino Acid Metabolism,0.276428,0.137229,,0.0670466,-0.07203,-0.186611,,-0.0345488,-0.0236161,,,-0.28175,
NLN,Protein Stability & Degradation,0.203636,-0.0344268,,-1.46605,0.0497053,0.106758,,-0.108369,-0.037649,,,0.0715048,
NME3,Replication & Transcription,,,0.109761,,,,,,,,0.037827,,0.874418
NME4,Replication & Transcription,,,,,,,1.52648,,,-0.226878,-0.574282,,-1.92743
NME6,Nucleotide Metabolism,0.180622,0.152998,,-0.0454573,0.156263,0.286622,,0.0264627,0.217667,,-0.079159,-0.079159,-0.598766
NOA1,Translation,0.25178,-0.129124,,-0.526178,-0.0506035,-0.264581,,-0.32986,-0.488612,,,0.550562,
NRD1,Mitochondrial Signaling,0.0146045,-0.0389778,,0.337278,0.133075,0.092473,,-0.10413,-0.109301,,,0.182093,
NRF1,Replication & Transcription,,,1.61286,,,,,,,,0.151176,,0.727905
NSUN2,Replication & Transcription,,,,,,,-0.177344,,,0.679642,0.527366,,0.708138
NSUN3,Translation,-0.237498,-0.232584,,0.103422,-0.261849,0.113515,,0.108968,-0.248558,,,0.319988,
NSUN4,Translation,0.210166,-0.067959,,-0.772444,-0.201301,-0.138541,,0.0209455,0.119226,,,-0.15056,
NTHL1,Replication & Transcription,0.158502,0.0468158,,-0.380804,0.1111,-0.0659675,,0.171711,0.712648,,0.544171,0.544171,0.514857
NTM5,Replication & Transcription,,,,,,,,,,,,,
NUBP1,Fe-S cluster biosynthesis,,,0.132643,,,,0.17555,,,0.424358,0.786323,,0.0426491
NUBP2,Fe-S cluster biosynthesis,,,0.026021,,,,0.0185856,,,0.14003,0.203952,,0.7755
NUBPL,Electron Transport Chain,0.293206,-0.377758,,-0.148726,0.144935,-0.0541976,,-0.0912052,-0.205942,,-0.44188,-0.44188,-0.54013
NUDT19,Metabolism of Lipids & Lipoproteins,,,,,,,,,,,,,
NUDT2,ROS Defense,0.17899,0.100722,,-0.470455,-0.000518975,-0.0311036,,0.120355,0.576131,,,0.176207,
NUDT6,Apoptosis,0.149352,0.256947,,0.410878,-0.26419,-0.549506,,0.845445,0.799739,,,0.111166,
NUDT9,Nucleotide Metabolism,0.158756,0.0329818,,-0.264746,0.0589876,-0.0818264,,0.273337,0.333189,,,-0.264379,
OAT,Amino Acid Metabolism,-0.093136,-0.0220929,,-0.297978,-0.252841,-0.0329362,,-0.0580342,-0.26234,,,-0.404617,
OGDH,Tricarboxylic Acid Cycle,,,0.393298,,,,0.246652,,,0.575121,-0.0344628,,-0.224833
OGDHL,Tricarboxylic Acid Cycle,,,,,,,,,,,,,
OGG1,ROS Defense,-0.048132,0.0152339,,0.519298,0.110294,0.117116,,-0.0140012,0.437542,,0.277329,0.277329,-0.993194
OMA1,Mitochondrial Dynamics,,,-0.0301817,,,,,,,,-0.223493,,0.446846
OPA1,Mitochondrial Dynamics,0.0133062,-0.0111337,-0.170638,-0.0227633,-0.0959733,0.0133386,0.045625,-0.199525,-0.473845,0.0295144,-0.366296,-0.366296,-0.136903
OPA3,Metabolism of Lipids & Lipoproteins,-0.104336,-0.0291351,,0.292309,-0.0111353,-0.0470144,,0.0395536,0.322689,,-0.472715,-0.472715,-0.630681
OSGEPL1,Translation,0.147287,-0.43642,,0.213926,-0.184992,-0.545379,,0.0382117,-0.803197,,0.707165,0.707165,0.483028
OTC,Urea Cycle,,,,,,,,,,,,,
OXA1L,Electron Transport Chain,0.242757,0.0344085,-0.0734085,-0.120225,0.07536,-0.172994,0.20015,-0.122794,-0.154488,0.42053,0.39252,0.39252,0.274708
OXCT1,Amino Acid Metabolism,0.369271,0.147753,,0.508135,0.0610007,-0.142444,,-0.502516,-0.783748,,,0.330157,
OXCT2,Amino Acid Metabolism,0.341982,0.464289,,0.852097,0.431507,0.327479,,,,,,,
OXR1,ROS Defense,-0.0383614,-0.0439228,,-0.343137,0.334561,0.325934,,0.0384684,-0.522957,,,-0.241528,
OXSM,Fatty Acid Biosynthesis and Elongation,0.0488014,-0.0555348,,-0.431919,-0.269431,-0.337685,,0.0568628,-0.0924284,,,-0.0436771,
Opa3 like,Metabolism of Lipids & Lipoproteins,,,,,,,,,,,,,
P4HA1,Amino Acid Metabolism,0.628058,0.325925,,0.265637,0.092924,-0.203376,,-0.665308,-0.354129,,,-0.723723,
PACRG,Apoptosis,,,,,,,,,,,,,
PACS2,Calcium Signaling & Transport,,,,,,,,,,,-0.332066,,0.121678
PAM16,Import & Sorting,0.342207,0.118699,-0.303419,-0.0486282,-0.0308934,-0.0749216,,0.172068,1.08976,,-0.0420551,-0.0420551,
PANK2,Metabolism of Vitamins & Co-Factors,-0.161087,-0.160761,,0.222663,-0.205984,-0.0148643,,-0.0883563,-0.575114,,,0.126465,
PARK2,Protein Stability & Degradation,,,,,,,,,,,,,
PARK7,ROS Defense,0.221396,0.062179,,-0.0379031,-0.118576,-0.0237709,,-0.0756424,-0.0398736,,,0.101014,
PARL,Apoptosis,0.434931,0.255404,,-0.0174346,0.163828,0.122319,,-0.0154432,-0.101786,,0.112194,0.112194,-0.24273
PARS2,Translation,0.130148,-0.0424664,-0.607268,-0.505002,0.24094,-0.124492,,0.00836974,-0.0605703,,-0.0577016,-0.0577016,1.22403
PC,Amino Acid Metabolism,-0.342659,-0.0687856,,0.530629,-0.367973,0.26674,,-0.322875,-0.0253681,,,0.93223,
PCBD2,Amino Acid Metabolism,0.294759,0.176809,,-0.0479748,0.027469,-0.289777,,0.230189,-0.316622,,,0.549692,
PCCA,Amino Acid Metabolism,-0.0682146,-0.283696,,0.169528,-0.236816,-0.0291874,,-0.115071,-0.729725,,,0.912451,
PCK1,Glycolysis,,,,,,,,,,,,,
PCK2,Pyruvate Metabolism,,,,,,,,,,,,,
PDE12,Translation,-0.0709042,-0.0165079,,0.41717,-0.0476543,-0.0234884,,-0.231784,-0.435702,,,-0.11046,
PDHA1,Pyruvate Metabolism,,,,,,,-0.038998,,,0.146499,-0.0870944,,0.376716
PDHA2,Pyruvate Metabolism,,,,,,,,,,,,,
PDHB,Pyruvate Metabolism,0.091239,0.0571637,0.354435,0.163094,-0.149351,0.0405352,0.0628966,0.00932498,0.0219052,0.224874,-0.115721,-0.115721,-1.05459
PDHX,Tricarboxylic Acid Cycle,,,-0.0596299,,,,-0.248535,,,0.275699,-0.335154,,0.323293
PDK1,Pyruvate Metabolism,0.508696,0.0925317,,0.0442574,0.2096,-0.2875,,-1.2478,-0.514989,,,-1.08331,
PDK2,Pyruvate Metabolism,-0.217448,-0.179019,,0.170921,-0.0763699,0.103519,,0.117964,0.319877,,,0.284835,
PDK3,Pyruvate Metabolism,-0.462535,-0.385434,,0.509638,0.0162641,-0.191667,,,,,,,
PDK4,Pyruvate Metabolism,-0.19352,-0.390218,,-1.1586,-0.104142,-0.344166,,,,,,,
PDP1,Pyruvate Metabolism,0.164787,-0.373733,,-0.922328,0.0180136,0.348158,,-0.665682,-0.834931,,,0.207707,
PDP2,Pyruvate Metabolism,0.12255,0.0186355,,-0.372754,-0.25014,-0.284604,,0.106183,-0.2539,,,0.198131,
PDPR,Pyruvate Metabolism,0.00512838,0.0962716,,0.41529,-0.115162,-0.096531,,-0.107767,,,,0.291115,
PDSS1,Ubiquinone Biosynthesis,0.355527,0.216398,,-0.52124,-0.0180909,-0.417899,,-0.221154,-0.727848,,,-0.0469762,
PDSS2,Ubiquinone Biosynthesis,-0.252612,-0.133594,,-0.0646556,0.0871502,0.0277353,,-0.202126,-0.380641,,,0.0987325,
PET112,Translation,0.0392588,0.0591399,0.132774,0.125435,0.172779,-0.106719,-0.090718,-0.0117001,-0.0794675,0.534072,0.302968,0.302968,0.121723
PET117,Electron Transport Chain,0.0709288,-0.042813,,-0.222574,-0.0298632,-0.0795564,,0.0168374,-0.204585,,,-0.0230635,
PFKL,Glycolysis,,,-0.232396,,,,0.574175,,,-0.296193,-0.539715,,-0.666966
PFKM,Glycolysis,0.149851,-0.0884092,-0.846869,-0.645375,-0.27864,-0.173176,0.527346,-0.13769,-0.699563,0.61469,0.406421,0.406421,0.700257
PFKP,Glycolysis,,,,,,,-0.39605,,,-0.408712,-0.755123,,-0.915226
PGAM1,Glycolysis,,,,,,,,,,,-0.387311,,-1.43767
PGAM2,Glycolysis,0.545803,1.0348,,0.0864169,-0.480679,0.052043,,0.765127,1.35092,,-0.388168,-0.388168,-0.00265226
PGAM5,Mitochondrial Dynamics,0.0961253,0.0269103,,-0.633719,0.100142,-0.0108507,,-0.255541,-0.721409,,,0.391393,
PGK1,Glycolysis,0.137174,0.0206122,0.426256,0.0372104,-0.0345997,0.0991768,0.251951,-0.983685,-0.301038,0.357419,-0.635379,-0.635379,-0.594673
PGK2,Glycolysis,,,,,,,,,,,,,
PGS1,Cardiolipin Biosynthesis,-0.194383,-0.280431,-0.505574,-0.519249,-0.0195351,-0.0160012,,0.101226,0.246131,,0.256027,0.256027,0.500753
PHB,Replication & Transcription,0.260859,0.153195,-0.0399332,-0.3674,0.0846441,0.0339072,-0.113567,-0.010457,-0.0530343,0.599134,0.120283,0.120283,1.25259
PHB2,Mitochondrial Dynamics,0.225223,0.0864394,0.0363276,-0.133565,0.0219711,-0.128494,-0.123799,-0.357236,-0.644667,0.582987,0.464584,0.464584,0.632105
PIN4,Translation,0.196107,0.201946,,-0.141983,-0.0104955,0.126267,,-0.0558824,0.26059,,,0.424597,
PINK1,Mitochondrial Dynamics,0.262589,0.000867284,,,0.128221,0.379562,,0.424403,0.431385,,-0.0167951,-0.0167951,-1.4003
PISD,Metabolism of Lipids & Lipoproteins,0.222713,0.130614,,-0.609304,0.0749448,-0.0472179,,-0.0504359,0.0884425,,,-0.0129042,
PITRM1,Protein Stability & Degradation,0.0636968,0.192232,,0.277782,-0.0696715,0.131049,,0.111233,-0.17566,,,0.114004,
PKIA,Mitochondrial Dynamics,,,,,,,,,,,0.091867,,-2.54072
PKLR,Glycolysis,,,,,,,,,,,,,
PKM2,Glycolysis,,,1.10662,,,,1.26847,,,1.69348,0.539054,,-1.28673
PLD6,Cardiolipin Biosynthesis,0.237782,-0.0693778,,-0.587037,0.464171,0.176786,,0.317784,-0.0279351,,-1.28927,-1.28927,1.27711
PMAIP1,Apoptosis,,,,,,,,,,,-0.0542812,,0.813258
PML,Calcium Signaling & Transport,,,,,,,,,,,0.853661,,-1.22009
PMPCA,Import & Sorting,0.202477,0.115107,0.0295589,-0.241948,-0.00132177,-0.0826642,0.243865,-0.10813,0.107186,0.231854,-0.0666395,-0.0666395,0.519327
PMPCB,Electron Transport Chain,0.256148,-0.0168587,0.0366787,-0.3586,-0.217524,-0.279676,0.302547,-0.073782,-0.591961,0.298744,0.361475,0.361475,0.219658
PNKD,Translation,-0.0103984,-0.0795648,,-0.292014,0.0718759,0.033091,,0.0593217,0.799148,,,0.329282,
PNPT1,Translation,0.218621,0.210456,,-0.380585,0.105225,-0.0537656,,0.0604992,-0.449831,,,-0.404167,
POLG,Replication & Transcription,-0.0778042,0.0252723,,0.111462,0.0807722,0.0247303,,0.0327034,0.116786,,-0.313797,-0.313797,-0.0437471
POLG2,Replication & Transcription,0.149598,-0.183148,,-0.825293,0.0642652,-0.161467,,0.238214,0.139326,,0.359676,0.359676,1.25373
POLRMT,Replication & Transcription,0.0508858,0.00143036,-1.59396,0.106305,0.203223,0.0487413,,-0.136996,0.150397,,0.00854587,0.00854587,1.29505
PPA2,Translation,-0.841509,-0.0624807,,-0.201433,0.049175,-0.121634,,-0.26406,-0.451373,,,0.145345,
PPARGC1A,Replication & Transcription,,,,,,,,,,,,,
PPIA,Apoptosis,,,0.218347,,,,-0.0458623,,,0.0593446,0.0395423,,0.189905
PPIF,Calcium Signaling & Transport,0.140735,0.174951,-0.471166,-0.782688,-0.0485609,-0.287179,0.136077,-0.296105,-0.627507,0.209628,-0.298342,-0.298342,-0.317312
PPOX,Heme Biosynthesis,-0.146248,-0.049488,-0.184769,0.0267103,-0.0429531,0.0021098,-0.260748,0.304182,0.853024,-0.0437644,0.0303714,0.0303714,-0.0807152
PPTC7,Tricarboxylic Acid Cycle,,,,,,,,,,,,,
PRDX1,ROS Defense,0.0626706,0.094627,,0.391583,-0.144297,0.129039,,0.379793,-0.0436468,,,0.0397894,
PRDX2,ROS Defense,0.0789612,-0.00985642,,-0.0859685,-0.0201783,-0.0231928,,-0.191252,-0.119934,,,-0.102019,
PRDX3,ROS Defense,0.0286093,-0.0452207,-0.158451,-0.175688,-0.0444545,-0.00634961,0.285407,0.0693229,-0.440354,0.415518,-0.00570813,-0.00570813,0.508984
PRDX4,ROS Defense,0.363341,0.048283,,-0.378161,-0.0368817,-0.197531,,-0.029142,-0.315402,,,-0.0803857,
